,City,Lat,Long,Max temp,Humidity,Wind Speed,Cloudiness,Country,Date
370,toora-khem,52.4675,96.11,27.86,77,13.71,100,RU,1616605289
371,kruisfontein,-34.0033,24.7314,70.0,75,4.0,100,ZA,1616605290
372,high rock,26.6208,-78.2833,78.8,61,8.05,20,BS,1616605291
373,talara,-4.5772,-81.2719,89.6,45,10.36,0,PE,1616605293
374,saint anthony,45.0205,-93.218,41.0,87,13.8,90,US,1616605294
375,tual,-5.6667,132.75,83.84,73,5.55,100,ID,1616605295
376,katsuura,35.1333,140.3,57.99,67,3.0,100,JP,1616605297
377,larsnes,62.2028,5.5773,42.01,75,8.05,75,NO,1616605298
378,bajos de haina,18.4154,-70.0332,86.0,66,6.91,75,DO,1616605299
379,tessalit,20.1986,1.0114,85.46,4,17.85,5,ML,1616605301
380,kasongo,-4.45,26.6667,71.67,87,2.01,82,CD,1616605302
381,pozo colorado,-23.4923,-58.7972,96.66,31,9.42,74,PY,1616605303
382,ovalle,-30.5983,-71.2003,78.44,38,6.02,0,CL,1616605305
383,birjand,32.8663,59.2211,66.2,15,6.17,0,IR,1616605306
384,muzhi,65.3667,64.6667,19.09,93,5.82,100,RU,1616605307
385,casma,-41.0082,-73.1244,59.0,51,11.5,20,CL,1616605309
386,arlit,18.7369,7.3853,95.95,5,12.01,93,NE,1616605310
387,kolo,52.2002,18.6387,42.01,83,3.83,100,PL,1616605311
388,fomboni,-12.28,43.7425,84.11,66,2.01,86,KM,1616605313
389,summerland,49.5998,-119.6691,44.01,52,6.91,100,CA,1616605207
390,isangel,-19.55,169.2667,73.58,76,6.42,89,VU,1616605315
391,hamilton,39.1834,-84.5333,68.0,56,17.27,75,US,1616605200
392,pitimbu,-7.4706,-34.8086,84.2,79,17.27,75,BR,1616605318
393,panama city,8.9936,-79.5197,91.0,58,4.61,20,PA,1616605073
394,antofagasta,-23.65,-70.4,75.0,60,11.5,0,CL,1616605038
395,pomoryany,49.6409,24.9307,31.55,69,5.82,26,UA,1616605321
396,morondava,-20.2833,44.2833,80.44,75,10.45,1,MG,1616605323
397,darhan,49.4867,105.9228,31.44,82,2.44,57,MN,1616605324
398,plettenberg bay,-34.0527,23.3716,68.22,83,17.76,100,ZA,1616605326
399,lukovetskiy,64.2956,41.9211,41.0,75,4.47,20,RU,1616605327
400,bontang,0.1333,117.5,78.13,87,8.21,100,ID,1616605328
401,bonavista,48.6499,-53.1147,57.2,30,5.75,91,CA,1616605171
402,coari,-4.085,-63.1414,74.1,93,2.62,100,BR,1616605262
403,thinadhoo,0.5333,72.9333,82.94,73,8.99,89,MV,1616605332
404,pedernales,18.0384,-71.744,83.3,55,7.11,0,DO,1616605333
405,uvira,-3.4067,29.1458,74.8,81,2.68,63,CD,1616605335
406,hualmay,-11.0964,-77.6139,76.32,69,9.71,95,PE,1616605336
407,raudeberg,61.9875,5.1352,42.01,85,26.22,100,NO,1616604783
408,kirakira,-10.4544,161.9205,78.58,83,3.27,56,SB,1616605338
409,port-gentil,-0.7193,8.7815,78.8,89,16.11,90,GA,1616605340
410,norwich,52.6278,1.2983,55.4,67,10.36,20,GB,1616605333
411,hoa binh,20.8133,105.3383,69.8,73,5.75,75,VN,1616605342
412,tabou,4.423,-7.3528,82.89,75,11.39,91,CI,1616605343
413,marsh harbour,26.5412,-77.0636,77.59,62,6.49,76,BS,1616605205
414,ashland,40.8167,-82.2665,66.99,55,17.27,90,US,1616605346
415,pisco,-13.7,-76.2167,73.4,64,6.91,0,PE,1616605347
416,vanavara,60.34,102.2797,5.99,96,3.83,100,RU,1616605349
417,puerto carreno,6.189,-67.4859,87.21,54,6.69,91,CO,1616605350
418,lavrentiya,65.5833,-171.0,9.9,98,6.33,92,RU,1616605351
419,dhaulpur,26.7,77.9,78.8,41,2.3,20,IN,1616605353
420,manati,18.4275,-66.4921,84.99,74,5.01,10,PR,1616605354
421,kenai,60.5544,-151.2583,26.6,74,11.5,20,US,1616605355
422,bacolod,10.6667,122.95,78.67,79,10.67,96,PH,1616605357
423,manta,-0.95,-80.7333,80.6,78,5.75,75,EC,1616605333
424,kampot,10.6167,104.1833,80.6,89,1.14,20,KH,1616605359
425,torbay,47.6666,-52.7314,55.4,35,20.71,75,CA,1616605193
426,ferrol,43.4832,-8.2369,57.2,58,8.05,0,ES,1616605362
427,wuda,39.4994,106.7117,50.27,28,10.63,61,CN,1616605363
428,la ronge,55.1001,-105.2842,17.6,73,12.66,100,CA,1616605364
429,merauke,-8.4667,140.3333,78.08,87,5.17,94,ID,1616605366
430,perevolotskiy,51.8763,54.1938,26.06,96,10.83,93,RU,1616605367
431,semey,50.4111,80.2275,24.84,85,7.85,84,KZ,1616605368
432,santiago del estero,-27.7951,-64.2615,88.66,42,12.8,91,AR,1616605230
433,minab,27.1467,57.0801,73.4,56,4.61,1,IR,1616605371
434,atlantic city,39.3643,-74.4229,57.2,88,10.36,90,US,1616605268
435,touros,-5.1989,-35.4608,86.0,66,13.8,40,BR,1616605373
436,mineiros,-17.5694,-52.5511,81.5,55,3.69,100,BR,1616605375
437,sulina,45.1559,29.6536,36.66,49,3.69,55,RO,1616605095
438,bilma,18.6853,12.9164,85.24,7,13.02,64,NE,1616605377
439,pathein,16.7833,94.7333,76.12,85,6.17,87,MM,1616605378
440,pathardi,19.1667,75.1833,88.07,21,6.2,63,IN,1616605380
441,nuuk,64.1835,-51.7216,8.6,66,11.5,75,GL,1616605161
442,malkangiri,18.35,81.9,84.47,26,0.85,35,IN,1616605382
443,prince rupert,54.3161,-130.3201,42.8,93,8.05,90,CA,1616605185
444,vila velha,-20.3297,-40.2925,89.01,62,9.22,20,BR,1616605385
445,shuyskoye,59.3736,41.0305,34.39,98,9.66,100,RU,1616605386
446,hasaki,35.7333,140.8333,52.0,93,8.05,75,JP,1616605387
447,de-kastri,51.4667,140.7833,16.86,79,5.86,4,RU,1616605389
448,penzance,50.1186,-5.5371,50.0,76,10.36,20,GB,1616605390
449,doha,25.2867,51.5333,81.0,65,10.36,0,QA,1616605217
450,hidrolandia,-4.4081,-40.4378,82.36,75,4.88,72,BR,1616605392
451,ahuimanu,21.4447,-157.8378,75.2,73,5.75,75,US,1616605394
452,ucluelet,48.9329,-125.5528,46.99,93,4.61,90,CA,1616605156
453,westport,41.1415,-73.3579,59.0,77,1.99,100,US,1616605354
454,matagami,49.7502,-77.6328,44.6,49,14.97,75,CA,1616605397
455,cockburn town,21.4612,-71.1419,80.6,69,11.5,40,TC,1616605399
456,cururupu,-1.8283,-44.8683,78.01,89,3.53,100,BR,1616605393
457,vila,42.0304,-8.1588,59.0,55,11.99,83,PT,1616605401
458,tiznit,29.5833,-9.5,76.01,14,13.62,0,MA,1616605402
459,laguna,38.421,-121.4238,55.0,37,1.66,1,US,1616605404
460,trelleborg,55.3751,13.1569,48.99,71,10.36,75,SE,1616605405
461,guiratinga,-16.3494,-53.7583,85.8,43,5.73,100,BR,1616605406
462,abrau-dyurso,44.69,37.59,37.4,75,8.95,75,RU,1616605408
463,namibe,-15.1961,12.1522,74.26,81,14.05,94,AO,1616605409
464,kushima,31.4583,131.2333,55.58,96,3.96,100,JP,1616605410
465,aksu,41.1231,80.2644,55.85,28,6.8,0,CN,1616605412
466,cidreira,-30.1811,-50.2056,76.06,70,9.57,53,BR,1616605413
467,puerto escondido,15.85,-97.0667,87.8,74,8.05,1,MX,1616605414
468,jinchang,38.4953,102.1739,47.77,18,7.76,71,CN,1616605416
469,udachnyy,66.4167,112.4,-18.29,99,4.21,88,RU,1616605417
470,mengcheng,33.2579,116.5655,52.68,77,6.42,88,CN,1616605418
471,quatre cocos,-20.2078,57.7625,80.01,89,3.44,40,MU,1616605420
472,hovd,48.0056,91.6419,34.3,29,8.12,0,MN,1616605421
473,eseka,3.65,10.7667,74.25,96,4.54,100,CM,1616605422
474,basoko,1.2391,23.616,76.1,82,4.88,74,CD,1616605424
475,crixas,-14.5489,-49.9692,86.92,52,7.2,76,BR,1616605425
476,roura,4.7263,-52.3274,87.8,58,13.8,23,GF,1616605426
477,vitry-le-francois,48.7333,4.5833,64.4,39,4.61,0,FR,1616605428
478,gibara,21.1097,-76.1317,87.8,45,6.91,40,CU,1616605429
479,redlands,34.0556,-117.1825,63.0,16,21.85,1,US,1616605430
480,leshukonskoye,64.8989,45.7622,33.8,98,9.64,100,RU,1616605432
481,nanortalik,60.1432,-45.2371,22.19,58,29.97,64,GL,1616605433
482,gejiu,23.306,103.1635,49.53,92,4.97,12,CN,1616605434
483,tingo maria,-9.2895,-76.0088,78.8,73,2.3,40,PE,1616605156
484,yakeshi,49.2833,120.7333,21.97,97,3.51,97,CN,1616605437
485,loa janan,-0.583,117.095,72.79,98,0.76,89,ID,1616605438
486,milkovo,54.7167,158.6167,8.35,74,8.25,13,RU,1616605440
487,mastic beach,40.7668,-72.8521,59.0,58,10.36,1,US,1616605441
488,guymon,36.6828,-101.4816,39.2,65,16.11,90,US,1616605442
489,hailun,47.45,126.9333,31.8,89,9.46,29,CN,1616605444
490,solnechnyy,50.7214,136.6319,14.94,76,4.52,1,RU,1616605445
491,kavaratti,10.5669,72.642,83.97,70,8.01,81,IN,1616605446
492,hokitika,-42.7167,170.9667,55.08,88,3.96,59,NZ,1616605448
493,najran,17.4924,44.1277,84.2,13,4.61,0,SA,1616605449
494,flin flon,54.7682,-101.865,8.6,56,6.91,90,CA,1616605205
495,andenes,69.3143,16.1194,37.99,93,29.93,90,NO,1616605452
496,cochrane,51.1834,-114.4687,42.8,33,16.11,90,CA,1616605205
497,mildura,-34.2,142.15,60.8,72,4.61,75,AU,1616605261
498,isoka,-10.1606,32.6335,63.86,97,3.42,99,ZM,1616605455
499,kutum,14.2,24.6667,86.68,10,8.72,6,SD,1616605457
500,parvatsar,26.8833,74.7667,73.31,20,8.37,0,IN,1616605458
501,boquira,-12.8231,-42.7306,94.01,21,5.77,2,BR,1616605459
502,dehui,44.5333,125.7,33.8,64,4.47,0,CN,1616605461
503,kaeo,-35.1,173.7833,53.01,94,3.0,3,NZ,1616605462
504,billings,45.7833,-108.5007,44.01,48,17.27,40,US,1616605463
505,kamenka,51.3223,42.7678,34.0,91,16.13,100,RU,1616605465
506,uruzgan,32.8333,66.0,58.42,27,1.79,53,AF,1616605466
507,waddan,29.1614,16.139,59.23,30,11.81,4,LY,1616605467
508,ekhabi,53.5102,142.9671,6.17,85,10.54,41,RU,1616605469
509,shubarkuduk,49.1447,56.4872,32.11,83,18.28,100,KZ,1616605470
510,platanos,37.6667,21.6167,53.6,43,14.97,20,GR,1616605471
511,bulgan,48.8125,103.5347,36.5,37,2.71,99,MN,1616605473
512,madingou,-4.1536,13.55,76.1,91,6.78,99,CG,1616605474
513,amapa,1.0,-52.0,73.36,97,5.55,100,BR,1616605475
514,arrifes,37.7667,-25.7,59.0,72,17.27,20,PT,1616605477
515,salina,38.8403,-97.6114,46.4,71,14.97,90,US,1616605478
516,tacoronte,28.4769,-16.4102,71.6,35,5.75,0,ES,1616605479
517,sobolevo,54.4299,31.8996,23.36,94,3.58,15,RU,1616605481
518,majene,-3.5403,118.9707,77.61,88,3.49,93,ID,1616605482
519,puerto madero,14.7208,-92.4215,87.8,55,4.61,75,MX,1616605483
520,visby,57.6409,18.296,46.0,70,12.66,75,SE,1616605485
521,paulo afonso,-9.4061,-38.2147,89.98,40,15.93,53,BR,1616605486
522,dubbo,-32.25,148.6167,59.0,88,4.61,75,AU,1616605487
523,terre-de-bas,15.8501,-61.6442,84.2,61,13.8,90,GP,1616605489
524,baghdad,33.3406,44.4009,73.4,31,5.75,90,IQ,1616605490
525,gizo,-8.103,156.8419,81.37,76,4.7,98,SB,1616605491
526,viedma,-40.8135,-62.9967,70.05,38,20.22,34,AR,1616605493
527,arman,59.7,150.1667,-6.93,95,7.54,77,RU,1616605494
528,the pas,53.8251,-101.2541,8.6,61,13.8,90,CA,1616605461
529,outjo,-20.1167,16.15,73.2,67,3.13,98,NA,1616605496
530,chatrapur,19.35,84.9833,78.82,67,9.66,5,IN,1616605498
531,vitim,59.4511,112.5578,-0.53,99,2.1,68,RU,1616605499
532,cortez,37.3489,-108.5859,33.8,93,3.44,90,US,1616605501
533,severo-yeniseyskiy,60.3725,93.0408,23.65,96,4.5,100,RU,1616605502
534,wadi maliz,36.4681,8.5495,60.8,41,9.22,40,TN,1616605503
535,bucerias,20.75,-105.3333,73.4,64,3.44,1,MX,1616605505
536,dunedin,-45.8742,170.5036,54.0,90,1.99,100,NZ,1616605506
537,velizh,55.6056,31.1967,27.77,94,3.89,39,RU,1616605507
538,aktash,50.3,87.7333,0.37,91,3.42,49,RU,1616605509
539,rapid city,44.0805,-103.231,42.01,56,8.05,40,US,1616605510
540,marrakesh,31.6315,-8.0083,78.8,19,6.91,20,MA,1616605454
